"","Virus.name","Lineage","Accession.ID","Collection.date","Location","Host","Passage","Specimen","Additional.host.information","Sequencing.technology","Assembly.method","Sequence.Length","Comment","Comment.type","Submission.date","FU","TAT","Year","Month","MMWR.MMWRyear","MMWR.MMWRweek","MMWR.MMWRday","epi_year","epi_week","EW","Virus"
"362","hzikav/brazil/am-zb203899_0_151009v01/2018","asian","epi_isl_18059341",2018-02-17,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10626,NA,NA,2023-08-02,"amazonas",1992,2018, 2,2018,   7,   7,2018, 7,201807,"Zika"
"363","hzikav/brazil/am-zb203897_0/2018","asian","epi_isl_18059342",2018-02-16,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10369,NA,NA,2023-08-02,"amazonas",1993,2018, 2,2018,   7,   6,2018, 7,201807,"Zika"
"364","hzikav/brazil/am-zb203495_1-151008v02/2018","asian","epi_isl_18059343",2018-02-02,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",2007,2018, 2,2018,   5,   6,2018, 5,201805,"Zika"
"365","hzikav/brazil/am-zb203443_0-251030v01/2018","asian","epi_isl_18059344",2018-01-31,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10351,"stretches of nnns (5.91% of overall sequence).","warn",2023-08-02,"amazonas",2009,2018, 1,2018,   5,   4,2018, 5,201805,"Zika"
"366","hzikav/brazil/am-zb203430_0/2018","asian","epi_isl_18059345",2018-01-31,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",2009,2018, 1,2018,   5,   4,2018, 5,201805,"Zika"
"367","hzikav/brazil/am-zb203113_0/2018","asian","epi_isl_18059346",2018-01-29,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",2011,2018, 1,2018,   5,   2,2018, 5,201805,"Zika"
"368","hzikav/brazil/am-zb203006_0_151005v01/2018","asian","epi_isl_18059347",2018-01-26,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10621,NA,NA,2023-08-02,"amazonas",2014,2018, 1,2018,   4,   6,2018, 4,201804,"Zika"
"369","hzikav/brazil/am-zb203004_0/2018","asian","epi_isl_18059348",2018-01-25,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",2015,2018, 1,2018,   4,   5,2018, 4,201804,"Zika"
"370","hzikav/brazil/am-zb202977_0_251027v02/2018","asian","epi_isl_18059349",2018-01-25,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10328,"stretches of nnns (5.19% of overall sequence).","warn",2023-08-02,"amazonas",2015,2018, 1,2018,   4,   5,2018, 4,201804,"Zika"
"371","hzikav/brazil/am-zb202877_0-251027v01/2018","asian","epi_isl_18059351",2018-01-23,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,"stretches of nnns (6.74% of overall sequence).","warn",2023-08-02,"amazonas",2017,2018, 1,2018,   4,   3,2018, 4,201804,"Zika"
"372","hzikav/brazil/am-zb202736_0-251021v02/2018","asian","epi_isl_18059352",2018-01-19,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",2021,2018, 1,2018,   3,   6,2018, 3,201803,"Zika"
"373","hzikav/brazil/am-zb202727_0_251020v02/2018","asian","epi_isl_18059353",2018-01-19,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",2021,2018, 1,2018,   3,   6,2018, 3,201803,"Zika"
"374","hzikav/brazil/am-zb202643_0_251020v01/2018","asian","epi_isl_18059354",2018-01-18,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",2022,2018, 1,2018,   3,   5,2018, 3,201803,"Zika"
"375","hzikav/brazil/am-zb202630_0/2018","asian","epi_isl_18059355",2018-01-17,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",2023,2018, 1,2018,   3,   4,2018, 3,201803,"Zika"
"376","hzikav/brazil/am-zb202568_0/2018","asian","epi_isl_18059356",2018-01-16,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",2024,2018, 1,2018,   3,   3,2018, 3,201803,"Zika"
"377","hzikav/brazil/am-zb202566_0/2018","asian","epi_isl_18059357",2018-01-16,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",2024,2018, 1,2018,   3,   3,2018, 3,201803,"Zika"
"378","hzikav/brazil/am-zb202562_0/2018","asian","epi_isl_18059358",2018-01-16,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",2024,2018, 1,2018,   3,   3,2018, 3,201803,"Zika"
"379","hzikav/brazil/am-zb202506_0/2018","asian","epi_isl_18059359",2018-01-15,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",2025,2018, 1,2018,   3,   2,2018, 3,201803,"Zika"
"380","hzikav/brazil/am-zb202503_0_v00/2018","asian","epi_isl_18059360",2018-01-15,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",2025,2018, 1,2018,   3,   2,2018, 3,201803,"Zika"
"381","hzikav/brazil/am-zb200803_0_151006v01/2018","asian","epi_isl_18059361",2018-01-30,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",2010,2018, 1,2018,   5,   3,2018, 5,201805,"Zika"
"382","hzikav/brazil/am-zb200214_1/2017","asian","epi_isl_18059362",2017-09-01,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",2161,2017, 9,2017,  35,   6,2017,35,201735,"Zika"
"383","hzikav/brazil/am-zb200154_1/2017","asian","epi_isl_18059363",2017-08-23,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",2170,2017, 8,2017,  34,   4,2017,34,201734,"Zika"
"384","hzikav/brazil/am-sni179017a/2019","asian","epi_isl_18059364",2019-08-06,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10010,"long stretches of nnns (41.16% of overall sequence). partial c gene sequence is reported.","alert",2023-08-02,"amazonas",1457,2019, 8,2019,  32,   3,2019,32,201932,"Zika"
"385","hzikav/brazil/am-sni178201a/2019","asian","epi_isl_18059365",2019-07-08,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1486,2019, 7,2019,  28,   2,2019,28,201928,"Zika"
"386","hzikav/brazil/am-sni178009a/2019","asian","epi_isl_18059366",2019-07-01,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1493,2019, 7,2019,  27,   2,2019,27,201927,"Zika"
"387","hzikav/brazil/am-sni177984a/2019","asian","epi_isl_18059367",2019-07-01,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,"stretches of nnns (7.72% of overall sequence). ns4a without blast coverage.","warn",2023-08-02,"amazonas",1493,2019, 7,2019,  27,   2,2019,27,201927,"Zika"
"388","hzikav/brazil/am-sni177335a/2019","asian","epi_isl_18059368",2019-06-19,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1505,2019, 6,2019,  25,   4,2019,25,201925,"Zika"
"389","hzikav/brazil/am-sni177060a/2019","asian","epi_isl_18059369",2019-06-14,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10227,"long stretches of nnns (28.61% of overall sequence). partial c gene sequence is reported.","alert",2023-08-02,"amazonas",1510,2019, 6,2019,  24,   6,2019,24,201924,"Zika"
"390","hzikav/brazil/am-sni177028a/2019","asian","epi_isl_18059370",2019-06-13,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10242,"long stretches of nnns (27.08% of overall sequence). partial c gene sequence is reported.","alert",2023-08-02,"amazonas",1511,2019, 6,2019,  24,   5,2019,24,201924,"Zika"
"391","hzikav/brazil/am-sni176893a/2019","asian","epi_isl_18059371",2019-06-11,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10215,"long stretches of nnns (38.09% of overall sequence). partial c gene sequence is reported.","alert",2023-08-02,"amazonas",1513,2019, 6,2019,  24,   3,2019,24,201924,"Zika"
"392","hzikav/brazil/am-sni175538a/2019","asian","epi_isl_18059372",2019-05-20,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1535,2019, 5,2019,  21,   2,2019,21,201921,"Zika"
"393","hzikav/brazil/am-sni175319a/2019","asian","epi_isl_18059373",2019-05-17,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,"stretches of nnns (8.76% of overall sequence). 2k without blast coverage.","warn",2023-08-02,"amazonas",1538,2019, 5,2019,  20,   6,2019,20,201920,"Zika"
"394","hzikav/brazil/am-sni174708a/2019","asian","epi_isl_18059374",2019-05-09,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1546,2019, 5,2019,  19,   5,2019,19,201919,"Zika"
"395","hzikav/brazil/am-sni174013a/2019","asian","epi_isl_18059375",2019-04-30,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1555,2019, 4,2019,  18,   3,2019,18,201918,"Zika"
"396","hzikav/brazil/am-sni173555a/2019","asian","epi_isl_18059376",2019-04-26,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1559,2019, 4,2019,  17,   6,2019,17,201917,"Zika"
"397","hzikav/brazil/am-sni173505a/2019","asian","epi_isl_18059377",2019-04-26,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1559,2019, 4,2019,  17,   6,2019,17,201917,"Zika"
"398","hzikav/brazil/am-sni173504a/2019","asian","epi_isl_18059378",2019-04-26,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1559,2019, 4,2019,  17,   6,2019,17,201917,"Zika"
"399","hzikav/brazil/am-sni173359a/2019","asian","epi_isl_18059379",2019-04-25,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1560,2019, 4,2019,  17,   5,2019,17,201917,"Zika"
"400","hzikav/brazil/am-sni173076a/2019","asian","epi_isl_18059380",2019-04-23,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10362,"stretches of nnns (10.84% of overall sequence). ns4a without blast coverage.","warn",2023-08-02,"amazonas",1562,2019, 4,2019,  17,   3,2019,17,201917,"Zika"
"401","hzikav/brazil/am-sni173058a_151035v17/2019","asian","epi_isl_18059381",2019-04-23,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10621,NA,NA,2023-08-02,"amazonas",1562,2019, 4,2019,  17,   3,2019,17,201917,"Zika"
"402","hzikav/brazil/am-sni173057a_151035v17/2019","asian","epi_isl_18059382",2019-04-23,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10625,NA,NA,2023-08-02,"amazonas",1562,2019, 4,2019,  17,   3,2019,17,201917,"Zika"
"403","hzikav/brazil/am-sni172884a/2019","asian","epi_isl_18059383",2019-04-22,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10369,NA,NA,2023-08-02,"amazonas",1563,2019, 4,2019,  17,   2,2019,17,201917,"Zika"
"404","hzikav/brazil/am-sni171291a/2019","asian","epi_isl_18059384",2019-04-08,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1577,2019, 4,2019,  15,   2,2019,15,201915,"Zika"
"405","hzikav/brazil/am-sni170925a/2019","asian","epi_isl_18059385",2019-04-04,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1581,2019, 4,2019,  14,   5,2019,14,201914,"Zika"
"406","hzikav/brazil/am-sni170444a/2019","asian","epi_isl_18059386",2019-04-01,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1584,2019, 4,2019,  14,   2,2019,14,201914,"Zika"
"407","hzikav/brazil/am-sni170378a/2019","asian","epi_isl_18059387",2019-04-01,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1584,2019, 4,2019,  14,   2,2019,14,201914,"Zika"
"408","hzikav/brazil/am-sni170078a/2019","asian","epi_isl_18059388",2019-03-29,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1587,2019, 3,2019,  13,   6,2019,13,201913,"Zika"
"409","hzikav/brazil/am-sni170043a_151064v04/2019","asian","epi_isl_18059389",2019-03-29,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10405,NA,NA,2023-08-02,"amazonas",1587,2019, 3,2019,  13,   6,2019,13,201913,"Zika"
"410","hzikav/brazil/am-sni169538a/2019","asian","epi_isl_18059390",2019-03-27,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10491,"stretches of nnns (8.59% of overall sequence).","warn",2023-08-02,"amazonas",1589,2019, 3,2019,  13,   4,2019,13,201913,"Zika"
"411","hzikav/brazil/am-sni169096a/2019","asian","epi_isl_18059391",2019-03-23,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10021,"stretches of nnns (16.09% of overall sequence). partial c gene sequence is reported.","warn",2023-08-02,"amazonas",1593,2019, 3,2019,  12,   7,2019,12,201912,"Zika"
"412","hzikav/brazil/am-sni169047a_251069v17/2019","asian","epi_isl_18059392",2019-03-22,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10612,NA,NA,2023-08-02,"amazonas",1594,2019, 3,2019,  12,   6,2019,12,201912,"Zika"
"413","hzikav/brazil/am-sni168894a/2019","asian","epi_isl_18059393",2019-03-22,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10273,"stretches of nnns (21.24% of overall sequence). partial c gene sequence is reported.","warn",2023-08-02,"amazonas",1594,2019, 3,2019,  12,   6,2019,12,201912,"Zika"
"414","hzikav/brazil/am-sni168811a/2019","asian","epi_isl_18059394",2019-03-21,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10244,"long stretches of nnns (28.50% of overall sequence). partial c gene sequence is reported.","alert",2023-08-02,"amazonas",1595,2019, 3,2019,  12,   5,2019,12,201912,"Zika"
"415","hzikav/brazil/am-sni166492a/2019","asian","epi_isl_18059395",2019-02-27,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1617,2019, 2,2019,   9,   4,2019, 9,201909,"Zika"
"416","hzikav/brazil/am-sni156304a/2018","asian","epi_isl_18059396",2018-11-27,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10194,"long stretches of nnns (35.66% of overall sequence). partial c gene sequence is reported.","alert",2023-08-02,"amazonas",1709,2018,11,2018,  48,   3,2018,48,201848,"Zika"
"417","hzikav/brazil/am-sni156218a_151022v13/2018","asian","epi_isl_18059397",2018-11-26,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10532,"stretches of nnns (7.11% of overall sequence).","warn",2023-08-02,"amazonas",1710,2018,11,2018,  48,   2,2018,48,201848,"Zika"
"418","hzikav/brazil/am-sni151590a/2018","asian","epi_isl_18059398",2018-10-15,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10235,"long stretches of nnns (35.24% of overall sequence). c without blast coverage.","alert",2023-08-02,"amazonas",1752,2018,10,2018,  42,   2,2018,42,201842,"Zika"
"419","hzikav/brazil/am-sni151157a/2018","asian","epi_isl_18059399",2018-10-10,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10114,"long stretches of nnns (43.15% of overall sequence). c without blast coverage.","alert",2023-08-02,"amazonas",1757,2018,10,2018,  41,   4,2018,41,201841,"Zika"
"420","hzikav/brazil/am-sni149867a/2018","asian","epi_isl_18059400",2018-10-01,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10192,"long stretches of nnns (33.12% of overall sequence). c without blast coverage.","alert",2023-08-02,"amazonas",1766,2018,10,2018,  40,   2,2018,40,201840,"Zika"
"421","hzikav/brazil/am-sni147551a/2018","asian","epi_isl_18059401",2018-09-14,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,20853,"long stretches of nnns (26.99% of overall sequence). insertion of 10623 nucleotides when compared to the reference sequence. partial c gene sequence is reported.","alert",2023-08-02,"amazonas",1783,2018, 9,2018,  37,   6,2018,37,201837,"Zika"
"422","hzikav/brazil/am-sni143677a_251160v02/2018","asian","epi_isl_18059402",2018-08-17,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10369,NA,NA,2023-08-02,"amazonas",1811,2018, 8,2018,  33,   6,2018,33,201833,"Zika"
"423","hzikav/brazil/am-sni143650a/2018","asian","epi_isl_18059403",2018-08-17,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10018,"long stretches of nnns (30.95% of overall sequence). ns2b without blast coverage. partial c gene sequence is reported.","alert",2023-08-02,"amazonas",1811,2018, 8,2018,  33,   6,2018,33,201833,"Zika"
"424","hzikav/brazil/am-sni143352a/2018","asian","epi_isl_18059404",2018-08-15,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10127,"long stretches of nnns (28.30% of overall sequence). partial c gene sequence is reported.","alert",2023-08-02,"amazonas",1813,2018, 8,2018,  33,   4,2018,33,201833,"Zika"
"425","hzikav/brazil/am-sni142833a/2018","asian","epi_isl_18059405",2018-08-13,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1815,2018, 8,2018,  33,   2,2018,33,201833,"Zika"
"426","hzikav/brazil/am-sni142734a/2018","asian","epi_isl_18059407",2018-08-13,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10229,"stretches of nnns (22.26% of overall sequence). partial c gene sequence is reported.","warn",2023-08-02,"amazonas",1815,2018, 8,2018,  33,   2,2018,33,201833,"Zika"
"427","hzikav/brazil/am-sni142430a/2018","asian","epi_isl_18059408",2018-08-10,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1818,2018, 8,2018,  32,   6,2018,32,201832,"Zika"
"428","hzikav/brazil/am-sni142216a/2018","asian","epi_isl_18059409",2018-08-09,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10629,NA,NA,2023-08-02,"amazonas",1819,2018, 8,2018,  32,   5,2018,32,201832,"Zika"
"429","hzikav/brazil/am-sni142200a/2018","asian","epi_isl_18059410",2018-08-09,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,"2k without blast coverage.","warn",2023-08-02,"amazonas",1819,2018, 8,2018,  32,   5,2018,32,201832,"Zika"
"430","hzikav/brazil/am-sni141830a/2018","asian","epi_isl_18059411",2018-08-07,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1821,2018, 8,2018,  32,   3,2018,32,201832,"Zika"
"431","hzikav/brazil/am-sni141773a/2018","asian","epi_isl_18059412",2018-08-07,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10353,"stretches of nnns (12.09% of overall sequence). 2k without blast coverage. ns4a without blast coverage.","warn",2023-08-02,"amazonas",1821,2018, 8,2018,  32,   3,2018,32,201832,"Zika"
"432","hzikav/brazil/am-sni140117a/2018","asian","epi_isl_18059413",2018-07-26,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1833,2018, 7,2018,  30,   5,2018,30,201830,"Zika"
"433","hzikav/brazil/am-sni139270a/2018","asian","epi_isl_18059414",2018-07-21,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10545,"stretches of nnns (11.57% of overall sequence).","warn",2023-08-02,"amazonas",1838,2018, 7,2018,  29,   7,2018,29,201829,"Zika"
"434","hzikav/brazil/am-sni139107a_251064v09/2018","asian","epi_isl_18059415",2018-07-20,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1839,2018, 7,2018,  29,   6,2018,29,201829,"Zika"
"435","hzikav/brazil/am-sni138976a/2018","asian","epi_isl_18059416",2018-07-20,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1839,2018, 7,2018,  29,   6,2018,29,201829,"Zika"
"436","hzikav/brazil/am-sni138306a/2018","asian","epi_isl_18059417",2018-07-16,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10130,"long stretches of nnns (37.89% of overall sequence). partial c gene sequence is reported.","alert",2023-08-02,"amazonas",1843,2018, 7,2018,  29,   2,2018,29,201829,"Zika"
"437","hzikav/brazil/am-sni137134a/2018","asian","epi_isl_18059418",2018-07-10,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10353,NA,NA,2023-08-02,"amazonas",1849,2018, 7,2018,  28,   3,2018,28,201828,"Zika"
"438","hzikav/brazil/am-sni136316a/2018","asian","epi_isl_18059419",2018-07-05,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10030,"stretches of nnns (16.63% of overall sequence). partial c gene sequence is reported.","warn",2023-08-02,"amazonas",1854,2018, 7,2018,  27,   5,2018,27,201827,"Zika"
"439","hzikav/brazil/am-sni136090a/2018","asian","epi_isl_18059420",2018-07-04,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10369,NA,NA,2023-08-02,"amazonas",1855,2018, 7,2018,  27,   4,2018,27,201827,"Zika"
"440","hzikav/brazil/am-sni135926a/2018","asian","epi_isl_18059421",2018-07-02,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1857,2018, 7,2018,  27,   2,2018,27,201827,"Zika"
"441","hzikav/brazil/am-sni135694a/2018","asian","epi_isl_18059422",2018-07-02,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10353,NA,NA,2023-08-02,"amazonas",1857,2018, 7,2018,  27,   2,2018,27,201827,"Zika"
"442","hzikav/brazil/am-sni135652a_v00/2018","asian","epi_isl_18059423",2018-07-02,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10356,NA,NA,2023-08-02,"amazonas",1857,2018, 7,2018,  27,   2,2018,27,201827,"Zika"
"443","hzikav/brazil/go-usp-20120f1/2015","asian","epi_isl_18705718",2015-06-13,"south america / brazil / goias","human","original",NA,NA,"illumina","bowtie2 v. 2.4.1",10672,NA,NA,2023-01-26,"goias",2784,2015, 6,2015,  23,   7,2015,23,201523,"Zika"
"444","hzikav/brazil/go-usp-20408f1/2016","asian","epi_isl_18705719",2016-03-14,"south america / brazil / goias","human","original",NA,NA,"illumina","bowtie2 v. 2.4.1",10693,NA,NA,2023-01-26,"goias",2509,2016, 3,2016,  11,   2,2016,11,201611,"Zika"
"445","hzikav/brazil/ba-fiocruz-trdp274/2015","asian","epi_isl_18707716",2015-05-20,"south america / brazil / bahia / salvador","human","original",NA,NA,"oxford nanopore","guppy v. 3.4.4; porechop v. 0.2.4; burrows-wheeler aligner v. 0.7.17-r1188; nanopolish v. 0.11.3; vcftools v. 0.1.16; samtools v. 1.10; seqtk v. 1.3-r106", 9464,"partial ns5 gene sequence is reported.",NA,2023-04-02,"bahia",2874,2015, 5,2015,  20,   4,2015,20,201520,"Zika"
"446","hzikav/brazil/ba-fiocruz-trdp333/2015","asian","epi_isl_18707717",2015-05-27,"south america / brazil / bahia / salvador","human","original",NA,NA,"oxford nanopore","guppy v. 3.4.4; porechop v. 0.2.4; burrows-wheeler aligner v. 0.7.17-r1188; nanopolish v. 0.11.3; vcftools v. 0.1.16; samtools v. 1.10; seqtk v. 1.3-r106", 9462,"stretches of nnns (7.92% of overall sequence). partial ns5 gene sequence is reported.","warn",2023-04-02,"bahia",2867,2015, 5,2015,  21,   4,2015,21,201521,"Zika"
"447","hzikav/brazil/ba-fiocruz-trdp309/2015","asian","epi_isl_18707718",2015-05-26,"south america / brazil / bahia / salvador","human","original",NA,NA,"oxford nanopore","guppy v. 3.4.4; porechop v. 0.2.4; burrows-wheeler aligner v. 0.7.17-r1188; nanopolish v. 0.11.3; vcftools v. 0.1.16; samtools v. 1.10; seqtk v. 1.3-r106",10372,"stretches of nnns (8.37% of overall sequence).","warn",2023-04-02,"bahia",2868,2015, 5,2015,  21,   3,2015,21,201521,"Zika"
"448","hzikav/brazil/ba-fiocruz-trdp173/2015","asian","epi_isl_18707719",2015-05-06,"south america / brazil / bahia / salvador","human","original",NA,NA,"oxford nanopore","guppy v. 3.4.4; porechop v. 0.2.4; burrows-wheeler aligner v. 0.7.17-r1188; nanopolish v. 0.11.3; vcftools v. 0.1.16; samtools v. 1.10; seqtk v. 1.3-r106",10638,NA,NA,2023-04-02,"bahia",2888,2015, 5,2015,  18,   4,2015,18,201518,"Zika"
"449","hzikav/brazil/ba-fiocruz-trdp300/2015","asian","epi_isl_18708113",2015-05-22,"south america / brazil / bahia / salvador","human","original",NA,NA,"oxford nanopore","guppy v. 3.4.4; porechop v. 0.2.4; burrows-wheeler aligner v. 0.7.17-r1188; nanopolish v. 0.11.3; vcftools v. 0.1.16; samtools v. 1.10; seqtk v. 1.3-r106", 9464,"stretches of nnns (6.49% of overall sequence). partial ns5 gene sequence is reported.","warn",2023-04-02,"bahia",2872,2015, 5,2015,  20,   6,2015,20,201520,"Zika"
"450","hzikav/brazil/ba-fiocruz-trdp433/2015","asian","epi_isl_18708114",2015-07-09,"south america / brazil / bahia / salvador","human","original",NA,NA,"oxford nanopore","guppy v. 3.4.4; porechop v. 0.2.4; burrows-wheeler aligner v. 0.7.17-r1188; nanopolish v. 0.11.3; vcftools v. 0.1.16; samtools v. 1.10; seqtk v. 1.3-r106",10639,NA,NA,2023-04-02,"bahia",2824,2015, 7,2015,  27,   5,2015,27,201527,"Zika"
"451","hzikav/brazil/ba-fiocruz-trdp257/2015","asian","epi_isl_18708115",2015-05-19,"south america / brazil / bahia / salvador","human","original",NA,NA,"oxford nanopore","guppy v. 3.4.4; porechop v. 0.2.4; burrows-wheeler aligner v. 0.7.17-r1188; nanopolish v. 0.11.3; vcftools v. 0.1.16; samtools v. 1.10; seqtk v. 1.3-r106", 9466,"partial ns5 gene sequence is reported.",NA,2023-04-02,"bahia",2875,2015, 5,2015,  20,   3,2015,20,201520,"Zika"
"452","hzikav/brazil/ba-fiocruz-trdp256/2015","asian","epi_isl_18708116",2015-05-19,"south america / brazil / bahia / salvador","human","original",NA,NA,"oxford nanopore","guppy v. 3.4.4; porechop v. 0.2.4; burrows-wheeler aligner v. 0.7.17-r1188; nanopolish v. 0.11.3; vcftools v. 0.1.16; samtools v. 1.10; seqtk v. 1.3-r106",10382,"stretches of nnns (7.25% of overall sequence).","warn",2023-04-02,"bahia",2875,2015, 5,2015,  20,   3,2015,20,201520,"Zika"
